year,gmv_eur_m,revenue_eur_m,adjusted_ebit_eur_m,adjusted_ebit_margin_pct,ebit_eur_m,ebit_margin_pct,active_customers_m,orders_m,orders_per_active_customer,average_basket_size_eur,capex_eur_m,net_working_capital_eur_m,operating_cash_flow_eur_m,free_cash_flow_eur_m,cash_and_equivalents_eur_m,gmv_yoy_pct,revenue_yoy_pct,adjusted_ebit_yoy_pct,active_customers_yoy_pct,orders_yoy_pct,orders_per_customer_yoy_pct,basket_size_yoy_pct,revenue_to_gmv_pct,fcf_margin_pct,ocf_margin_pct,capex_to_revenue_pct,ebit_adjustment_gap_eur_m
2019,8202.9,6482.5,224.9,3.5,165.8,2.6,31.0,144.9,4.7,56.6,-306.5,-147.7,327.2,41.6,976.5,,,,,,,,79.0269295005425,0.6417277284998072,5.047435403008098,4.728114153490166,59.099999999999994
2020,10696.0,7982.0,420.8,5.3,367.0,4.6,38.7,185.5,4.8,57.7,-250.0,-87.4,527.4,284.5,2644.0,30.392909824574232,23.131507905900506,87.10538016896399,24.838709677419367,28.019323671497574,2.127659574468077,1.9434628975264934,74.62602842183995,3.564269606614884,6.607366574793285,3.132047105988474,53.80000000000001
2021,14332.7,10354.0,468.4,4.5,424.7,4.1,48.5,252.2,5.2,56.8,-332.9,-162.1,616.2,283.2,2287.9,34.000560957367256,29.716862941618636,11.311787072243341,25.322997416020666,35.95687331536388,8.333333333333348,-1.559792027729645,72.24040132005833,2.7351748116669885,5.95132316013135,3.215182538149507,43.69999999999999
2022,14788.7,10344.8,184.6,1.8,81.0,0.8,51.2,261.1,5.1,56.6,-351.7,-211.6,459.9,-18.8,2024.8,3.1815359283317246,-0.08885454896658818,-60.58923996584116,5.567010309278353,3.5289452815226108,-1.9230769230769384,-0.35211267605632646,69.95070560630751,-0.1817338179568479,4.445711855231614,3.3997757327352875,103.6
2023,14631.0,10143.1,349.9,3.5,190.9,1.9,49.6,244.8,4.9,59.8,-263.2,-441.8,949.5,683.8,2533.2,-1.066354716777007,-1.949771866058303,89.54496208017335,-3.125,-6.242818843355035,-3.9215686274509665,5.653710247349819,69.32608844234845,6.74152872396013,9.361043467973301,2.5948674468357797,158.99999999999997
2024,15311.3,10572.5,511.1,4.8,391.9,3.7,51.8,251.0,4.8,61.0,-206.9,-269.3,654.1,379.4,2587.8,4.649716355683142,4.233419763188762,46.07030580165763,4.435483870967727,2.5326797385620825,-2.0408163265306256,2.006688963210701,69.0503092487248,3.588555213998581,6.186805391345472,1.9569638212343345,119.20000000000005
2025,17560.2,12346.1,590.7,4.8,387.2,3.1,62.0,278.6,4.8,62.8,-222.5,-676.0,1126.3,-2.9,1877.4,14.687844924990046,16.775597067864755,15.574251614165524,19.691119691119695,10.996015936254988,0.0,2.950819672131133,70.30728579401145,-0.023489199018313475,9.122718915284988,1.8021885453706028,203.50000000000006
